,dates,VTSMX,VFINX,VIVAX,VIMSX,VMVIX,NAESX,VISVX,VDAIX,VGSIX,VCSAX,VHT,VDE,VGTSX,VTMGX,VTRIX,VFSVX,VEIEX,EWX,FM,VNQI,EWD,EWA,EZA,GLD,PCRIX,EMB,PIGLX,VICSX,VBMFX,VIPSX,VWITX,VFSTX,VFISX
0,2019-05-17,71.63,266.13,42.40,44.54,42.83,74.12,31.26,44.76,29.27,73.54,166.55,86.95,16.55,13.14,35.00,39.24,25.90,42.62,28.31,58.32,30.64,21.59,54.35,121.51,6.03,109.21,8.92,23.48,10.70,12.94,14.30,10.61,10.52
1,2019-05-16,70.99,263.70,42.05,44.18,42.56,73.58,31.09,44.37,29.11,73.01,165.18,86.40,16.49,13.06,34.87,39.16,26.00,42.85,28.07,57.97,30.41,21.41,54.61,122.39,5.98,109.19,8.94,23.50,10.71,12.96,14.29,10.62,10.53
2,2019-05-15,70.58,262.12,41.96,44.00,42.49,73.32,31.05,44.22,28.93,72.47,164.60,85.90,16.42,13.00,34.76,39.01,25.92,42.66,27.89,57.71,30.30,21.25,54.77,122.46,5.95,108.79,8.93,23.44,10.69,12.94,14.28,10.61,10.52
3,2019-05-14,69.95,260.01,41.69,43.54,42.13,72.44,30.73,43.94,28.84,72.18,163.64,84.73,16.29,12.89,34.44,38.67,25.73,42.20,27.85,57.21,29.87,21.27,54.74,122.67,5.87,108.45,8.93,23.45,10.70,12.93,14.27,10.61,10.52
4,2019-05-13,71.75,266.43,42.55,44.68,43.16,74.69,31.61,44.78,28.87,72.83,167.06,86.39,16.64,13.14,35.12,39.55,26.45,43.70,28.78,57.97,30.69,21.71,56.28,121.43,5.89,109.33,8.95,23.38,10.67,12.89,14.26,10.60,10.51
5,2019-05-12,71.48,265.35,42.30,44.53,42.98,74.52,31.51,44.48,28.57,72.02,167.27,85.89,16.55,13.08,34.97,39.28,26.28,43.39,28.79,57.67,30.43,21.45,54.88,121.20,5.87,108.96,8.93,23.41,10.68,12.87,14.25,10.60,10.51
6,2019-05-11,71.66,266.07,42.39,44.57,43.03,74.70,31.58,44.51,28.48,72.13,167.44,85.97,16.71,13.18,35.28,39.68,26.65,43.86,28.90,57.80,30.74,21.40,55.68,120.91,5.90,109.29,8.92,23.38,10.66,12.85,14.25,10.59,10.50
7,2019-05-10,71.72,266.49,42.52,44.57,43.16,74.99,31.74,44.54,28.51,72.22,167.16,86.04,16.73,13.19,35.30,39.78,26.69,43.98,28.52,57.83,30.65,21.40,55.72,121.21,5.90,109.17,8.93,23.42,10.68,12.88,14.23,10.59,10.50
8,2019-05-09,73.02,270.95,43.15,45.32,43.79,76.43,32.27,45.23,29.04,72.95,170.76,86.63,16.97,13.39,35.91,40.24,27.02,44.50,28.68,58.25,31.49,21.62,56.43,120.81,5.95,109.75,8.94,23.37,10.66,12.88,14.22,10.59,10.50
9,2019-05-08,73.30,272.15,43.32,45.53,44.05,76.50,32.31,45.40,29.14,73.04,169.61,86.55,17.16,13.51,36.28,40.68,27.58,45.32,28.75,58.74,32.02,21.83,57.38,120.65,5.97,109.77,8.95,23.33,10.65,12.85,14.21,10.58,10.49
10,2019-05-07,72.52,269.53,42.98,45.13,43.60,75.24,31.81,45.01,28.88,72.54,168.07,85.78,17.01,13.40,36.02,40.37,27.34,44.89,28.54,58.32,31.62,21.66,56.02,119.94,5.95,109.15,8.91,23.31,10.64,12.82,14.20,10.58,10.49
11,2019-05-06,72.63,270.09,43.08,45.03,43.60,75.10,31.80,44.99,28.86,72.66,167.08,87.27,17.04,13.43,36.06,40.47,27.33,44.74,28.18,58.13,31.91,21.69,55.60,120.40,6.03,109.32,8.94,23.37,10.66,12.88,14.20,10.59,10.50
12,2019-05-05,73.21,272.13,43.42,45.52,44.05,75.84,32.07,45.51,28.83,73.44,167.83,89.21,17.13,13.50,36.25,40.70,27.44,45.03,28.34,58.50,32.21,21.77,56.62,121.20,6.05,109.80,8.95,23.38,10.66,12.90,14.19,10.60,10.51
13,2019-05-04,73.16,271.86,43.21,45.36,43.93,76.01,32.10,45.19,28.55,72.62,167.27,89.45,17.11,13.49,36.21,40.62,27.43,45.02,28.14,58.54,32.43,21.90,56.42,120.83,6.04,109.64,8.93,23.41,10.64,12.89,14.19,10.59,10.50
14,2019-05-03,73.06,271.56,43.12,45.39,43.95,75.88,32.02,45.20,28.83,72.50,167.63,89.62,17.06,13.44,36.05,40.57,27.45,45.16,28.28,58.67,32.31,21.93,56.73,121.37,6.06,109.53,8.93,23.43,10.66,12.91,14.19,10.59,10.51
15,2019-05-02,72.67,270.29,42.89,45.10,43.73,75.17,31.70,44.96,28.61,71.85,165.93,90.69,16.99,13.37,35.82,40.51,27.36,45.09,28.38,58.49,32.25,21.88,55.96,120.57,6.10,109.60,8.92,23.38,10.64,12.89,14.17,10.58,10.50
16,2019-05-01,72.76,270.39,43.03,45.44,44.04,75.74,32.02,45.19,28.67,72.39,164.27,91.14,17.02,13.39,35.88,40.59,27.52,45.16,28.39,58.42,32.42,21.87,55.72,120.47,6.11,109.45,8.93,23.39,10.64,12.89,14.17,10.59,10.50
17,2019-04-30,72.88,270.99,43.15,45.42,44.01,75.57,31.94,45.13,28.43,72.30,164.43,92.88,17.17,13.51,36.22,40.86,27.73,45.53,28.66,58.50,32.58,21.98,57.43,120.12,6.12,109.76,8.95,23.32,10.62,12.84,14.15,10.58,10.49
18,2019-04-29,72.18,268.60,42.85,44.93,43.57,74.48,31.51,44.77,28.08,72.30,161.67,92.84,17.13,13.48,36.17,40.84,27.67,45.52,28.65,58.50,32.65,21.89,57.71,120.37,6.14,109.43,8.95,23.29,10.61,12.81,14.14,10.57,10.49
19,2019-04-28,72.14,268.32,42.86,44.97,43.79,74.72,31.72,44.93,28.41,72.36,161.47,90.79,17.15,13.49,36.22,40.81,27.81,45.59,28.66,58.57,32.69,21.92,58.17,120.37,6.10,109.51,8.95,23.32,10.63,12.83,14.14,10.58,10.49
20,2019-04-27,72.04,267.89,42.85,44.86,43.73,74.69,31.75,44.76,28.18,72.37,161.14,91.30,17.17,13.51,36.29,40.98,27.75,45.69,28.81,58.69,32.66,21.90,57.76,120.28,6.10,109.42,8.97,23.28,10.61,12.79,14.13,10.59,10.48
21,2019-04-26,72.29,268.48,42.95,45.18,43.90,75.43,31.91,44.85,28.45,72.04,166.49,91.38,17.14,13.49,36.18,40.98,27.68,45.60,28.82,59.02,32.31,21.92,57.62,120.51,6.12,109.32,8.97,23.29,10.61,12.80,14.14,10.58,10.48
22,2019-04-25,72.26,268.34,42.86,45.27,43.87,75.38,31.82,44.76,29.10,72.07,169.70,90.84,17.11,13.48,36.11,40.98,27.48,45.44,28.91,59.04,32.25,21.81,56.84,121.60,6.14,109.53,8.97,23.33,10.63,12.82,14.15,10.57,10.49
23,2019-04-24,72.32,268.51,42.90,45.35,44.03,75.58,31.97,44.73,29.26,71.62,169.27,91.42,17.09,13.45,36.08,40.83,27.61,45.40,28.85,59.41,32.28,21.86,56.96,121.83,6.17,109.46,8.97,23.30,10.62,12.81,14.15,10.58,10.49
24,2019-04-23,71.86,266.71,42.64,44.99,43.64,75.14,31.77,44.37,29.11,71.45,170.75,91.05,16.99,13.36,35.89,40.56,27.53,45.30,28.76,59.18,31.91,21.65,56.69,121.95,6.14,109.47,8.97,23.34,10.64,12.84,14.15,10.58,10.50
25,2019-04-22,71.85,266.70,42.62,44.90,43.49,75.12,31.71,44.27,29.14,71.36,172.85,91.08,17.06,13.39,36.00,40.68,27.83,45.72,28.76,59.68,31.93,21.71,57.30,123.53,6.20,109.87,8.99,23.34,10.66,12.87,14.15,10.57,10.51
26,2019-04-21,71.50,265.76,42.50,44.62,43.20,74.28,31.37,44.13,28.85,71.08,172.47,90.67,17.00,13.35,35.85,40.51,27.69,45.53,28.63,59.23,31.67,21.56,55.80,123.15,6.15,109.65,8.97,23.29,10.64,12.82,14.15,10.58,10.50
27,2019-04-20,71.97,267.30,42.80,44.97,43.63,75.10,31.76,44.41,29.02,71.22,173.28,91.85,17.07,13.42,35.99,40.68,27.67,45.65,29.03,59.52,31.86,21.67,55.57,122.51,6.16,109.58,8.96,23.25,10.63,12.81,14.14,10.58,10.50
28,2019-04-19,71.91,267.02,42.76,44.96,43.63,75.17,31.80,44.34,29.18,70.94,173.38,91.48,17.04,13.40,35.99,40.62,27.62,45.63,28.78,59.57,31.70,21.53,55.51,121.98,6.12,110.02,8.94,23.26,10.64,12.81,14.14,10.59,10.50
29,2019-04-18,71.54,265.78,42.57,44.63,43.32,74.55,31.55,44.13,28.98,70.72,172.08,89.82,17.01,13.39,35.96,40.57,27.46,45.44,28.87,59.74,31.49,21.63,55.12,122.11,6.11,109.59,8.94,23.24,10.63,12.81,14.14,10.60,10.50
30,2019-04-17,71.40,265.17,42.40,44.59,43.11,74.36,31.31,44.04,29.03,70.42,172.52,89.00,17.01,13.41,35.94,40.62,27.35,45.31,28.93,59.91,31.57,21.83,55.04,121.80,6.11,109.62,8.95,23.21,10.63,12.80,14.15,10.60,10.50
31,2019-04-16,71.21,264.60,42.38,44.42,42.95,74.01,31.19,44.01,29.04,70.82,172.52,89.96,16.89,13.30,35.61,40.28,27.23,45.10,28.74,59.81,30.98,21.65,53.89,121.98,6.09,109.87,8.94,23.25,10.65,12.83,14.17,10.59,10.51
32,2019-04-15,71.22,264.59,42.50,44.40,43.02,74.13,31.32,44.22,28.86,71.46,172.72,90.63,16.87,13.28,35.55,40.27,27.25,45.18,28.78,60.01,30.87,21.76,54.41,121.53,6.07,109.80,8.95,23.22,10.64,12.82,14.17,10.59,10.50
33,2019-04-14,70.41,261.56,42.00,43.88,42.47,73.21,30.86,43.88,28.86,71.59,172.48,89.38,16.67,13.12,35.13,39.78,26.88,44.57,28.46,59.57,30.22,21.52,52.33,122.01,6.03,110.06,8.94,23.32,10.68,12.87,14.18,10.58,10.52
34,2019-04-13,69.96,259.80,41.75,43.59,42.26,72.91,30.80,43.60,28.91,71.15,170.45,89.44,16.58,13.07,34.98,39.54,26.57,44.30,28.37,59.38,30.22,21.37,51.27,121.90,6.02,109.96,8.95,23.41,10.69,12.85,14.18,10.56,10.52
35,2019-04-12,69.64,258.84,41.64,43.33,42.13,72.22,30.55,43.34,28.63,70.83,169.83,89.10,16.59,13.10,34.99,39.62,26.42,44.05,28.23,59.24,30.35,21.21,51.26,123.65,6.05,109.73,8.96,23.42,10.69,12.84,14.18,10.56,10.53
36,2019-04-11,69.97,260.04,42.10,43.62,42.40,72.73,30.68,43.59,28.90,71.11,171.44,89.71,16.64,13.17,35.04,39.76,26.63,44.41,28.39,59.24,30.41,21.43,51.47,124.30,6.08,110.14,8.97,23.38,10.67,12.83,14.16,10.54,10.52
37,2019-04-10,69.44,258.19,41.74,43.28,42.04,72.02,30.36,43.23,28.66,70.52,170.33,88.39,16.53,13.08,34.87,39.47,26.56,44.21,28.59,58.82,30.38,21.33,51.62,124.92,6.08,110.04,8.98,23.35,10.67,12.85,14.16,10.54,10.52
38,2019-04-09,69.47,258.38,41.81,43.28,42.03,71.87,30.31,43.23,28.64,70.41,170.46,88.45,16.56,13.11,34.93,39.63,26.58,44.10,28.45,58.50,30.29,21.23,51.16,123.97,6.07,109.43,8.97,23.30,10.65,12.86,14.14,10.54,10.51
39,2019-04-08,71.31,263.37,42.52,44.18,42.82,74.16,31.21,43.94,28.84,70.60,174.07,91.03,16.91,13.33,35.58,40.29,27.22,45.33,28.87,59.26,31.30,21.58,53.46,123.68,6.11,110.16,8.99,23.18,10.60,12.82,14.11,10.54,10.49
40,2019-04-07,70.50,260.52,42.19,43.50,42.24,73.13,30.86,43.43,28.34,69.75,174.26,91.05,16.91,13.33,35.61,40.32,27.16,45.20,28.93,59.18,31.42,21.45,53.40,124.18,6.12,110.19,9.00,23.17,10.60,12.82,14.08,10.54,10.49
41,2019-04-06,70.75,262.67,42.55,43.75,42.61,73.69,31.17,43.67,28.25,70.45,175.37,90.10,16.90,13.33,35.64,40.26,27.14,45.02,28.65,58.98,31.09,21.44,52.83,123.38,6.08,109.22,8.97,23.06,10.56,12.74,14.07,10.54,10.48
42,2019-04-05,70.81,262.69,42.63,43.84,42.83,74.05,31.42,43.73,28.34,70.56,174.11,90.45,16.89,13.31,35.60,40.24,27.16,45.18,28.82,58.74,30.91,21.52,53.27,123.04,6.06,109.14,8.96,23.07,10.56,12.75,14.08,10.53,10.48
43,2019-04-04,70.53,261.72,42.40,43.61,42.65,73.61,31.21,43.62,28.48,70.39,174.30,89.04,16.78,13.24,35.35,40.02,26.83,44.86,28.68,58.30,30.79,21.45,52.69,122.97,6.04,109.04,8.96,23.07,10.56,12.75,14.07,10.53,10.48
44,2019-04-03,70.21,260.41,42.24,43.45,42.51,73.47,31.18,43.47,28.58,70.03,173.35,89.17,16.62,13.12,34.98,39.73,26.56,44.35,28.48,57.75,30.32,21.36,51.63,122.41,6.02,108.60,8.94,23.01,10.54,12.71,14.06,10.53,10.48
45,2019-04-02,70.27,260.56,42.28,43.53,42.59,73.64,31.28,43.56,28.52,70.14,173.74,89.06,16.66,13.14,35.04,39.88,26.70,44.59,28.50,57.82,30.07,21.42,52.05,123.84,6.06,108.76,8.95,23.02,10.56,12.71,14.07,10.52,10.48
46,2019-04-01,69.80,258.73,41.97,43.30,42.41,73.30,31.15,43.28,28.39,69.69,171.90,88.09,16.56,13.05,34.79,39.63,26.65,44.37,28.35,57.64,29.74,21.31,52.59,122.98,6.00,108.73,8.92,23.03,10.56,12.70,14.07,10.51,10.48
47,2019-03-31,69.61,257.96,41.87,43.14,42.27,73.15,31.12,43.24,28.27,69.74,170.61,87.36,16.52,13.03,34.71,39.47,26.54,44.36,28.39,57.38,29.81,21.45,52.43,122.24,5.96,108.39,8.91,22.96,10.54,12.67,14.06,10.51,10.47
48,2019-03-30,68.59,254.23,41.35,42.54,41.73,72.01,30.73,42.68,27.86,68.83,168.35,85.94,16.35,12.91,34.30,39.11,26.09,43.81,28.17,56.85,29.41,21.26,51.93,122.84,5.97,107.99,8.89,22.96,10.54,12.67,14.06,10.51,10.48
49,2019-03-29,68.72,254.75,41.42,42.65,41.82,72.15,30.79,42.75,27.83,68.80,168.70,87.71,16.42,12.96,34.47,39.27,26.32,43.74,28.08,56.76,29.19,21.35,51.61,121.51,5.97,107.69,8.88,22.95,10.54,12.66,14.05,10.52,10.47
50,2019-03-28,69.26,256.78,41.68,42.93,42.14,72.72,31.07,43.12,27.88,69.16,169.87,88.22,16.61,13.11,34.94,39.79,26.64,44.43,28.36,57.02,30.03,21.41,52.88,121.61,5.98,107.94,8.91,22.90,10.51,12.63,14.03,10.52,10.46
51,2019-03-27,69.82,258.46,41.97,43.34,42.59,73.89,31.54,43.36,28.02,69.34,172.90,89.54,16.67,13.15,35.05,39.99,26.72,44.59,28.73,57.27,30.31,21.39,53.50,121.72,6.00,108.03,8.93,22.87,10.50,12.61,14.02,10.52,10.46
52,2019-03-26,69.92,258.74,42.04,43.45,42.71,74.15,31.68,43.48,27.94,69.37,173.13,89.82,16.64,13.15,35.03,39.94,26.51,44.20,28.50,57.06,30.16,21.32,52.97,121.56,5.98,107.98,8.93,22.85,10.49,12.62,14.02,10.52,10.46
53,2019-03-25,70.25,259.75,42.24,43.74,42.89,74.71,31.83,43.70,27.81,69.48,175.58,89.61,16.66,13.17,35.08,39.92,26.46,44.13,28.40,57.04,30.35,21.43,52.97,121.88,5.98,108.04,8.94,22.80,10.47,12.59,14.02,10.52,10.45
54,2019-03-24,69.77,257.96,42.04,43.45,42.67,74.09,31.61,43.57,27.89,69.60,172.92,88.01,16.60,13.12,35.01,39.74,26.42,43.95,28.48,56.94,30.16,21.28,53.69,123.99,6.02,108.87,8.96,22.83,10.50,12.63,14.03,10.51,10.46
55,2019-03-23,69.96,258.61,42.18,43.51,42.74,74.38,31.71,43.57,27.82,69.31,173.46,88.86,16.68,13.16,35.11,39.91,26.64,44.25,28.93,57.28,30.07,21.31,54.50,124.69,6.04,108.94,8.98,22.91,10.51,12.64,14.04,10.52,10.47
56,2019-03-22,69.93,258.71,42.23,43.41,42.70,74.14,31.66,43.52,27.96,69.36,173.89,88.49,16.74,13.20,35.20,40.02,26.77,44.44,29.05,57.51,30.16,21.40,55.42,125.58,6.00,108.91,8.98,22.95,10.54,12.68,14.04,10.51,10.47
57,2019-03-21,70.04,258.92,42.29,43.55,42.83,74.66,31.89,43.62,28.06,69.35,174.62,88.89,16.69,13.15,35.08,39.88,26.79,44.64,29.09,57.45,30.10,21.40,55.24,125.37,6.00,108.59,8.95,22.91,10.52,12.66,14.03,10.51,10.47
58,2019-03-20,69.95,258.56,42.22,43.55,42.93,74.66,31.99,43.63,28.28,69.72,173.98,88.81,16.62,13.11,34.95,39.75,26.54,44.26,28.91,57.33,30.16,21.29,54.32,125.50,6.07,108.77,8.95,22.89,10.53,12.67,14.03,10.51,10.47
59,2019-03-19,69.47,256.91,42.03,43.27,42.72,73.94,31.77,43.35,28.10,69.92,172.35,88.54,16.52,13.05,34.75,39.50,26.21,44.00,28.75,57.10,29.84,21.05,53.80,125.05,6.04,108.10,8.93,22.86,10.51,12.63,14.02,10.50,10.46
60,2019-03-18,69.71,257.80,42.14,43.44,42.84,74.19,31.86,43.46,28.08,69.73,173.89,90.04,16.57,13.10,34.79,39.60,26.23,44.09,28.60,57.13,30.29,21.14,54.08,126.48,6.04,108.17,8.95,22.90,10.53,12.66,14.03,10.50,10.47
61,2019-03-17,69.58,257.29,42.02,43.34,42.61,73.99,31.70,43.44,28.25,69.80,174.10,89.62,16.48,13.04,34.62,39.41,26.03,44.02,28.74,57.12,30.37,21.21,53.87,126.70,6.00,108.16,8.95,22.90,10.54,12.65,14.02,10.51,10.47
62,2019-03-16,69.46,256.90,41.92,43.23,42.44,73.87,31.59,43.38,28.26,69.49,174.60,89.28,16.40,12.97,34.48,39.15,25.91,43.65,28.85,56.80,30.32,21.08,52.67,124.80,5.96,108.23,8.92,22.86,10.53,12.62,14.02,10.51,10.46
63,2019-03-15,68.70,254.11,41.33,42.79,42.01,72.99,31.21,42.75,28.08,68.84,172.05,87.78,16.26,12.82,34.18,38.84,25.95,43.55,28.91,56.40,29.87,20.75,52.64,124.06,5.88,108.14,8.89,22.85,10.52,12.62,14.01,10.51,10.47
64,2019-03-14,68.82,254.69,41.52,42.86,42.20,72.93,31.25,42.90,27.99,69.64,171.64,87.42,16.25,12.81,34.18,38.75,25.96,43.36,28.72,56.33,29.93,20.74,52.61,123.37,5.88,107.86,8.89,22.80,10.50,12.58,14.01,10.50,10.46
65,2019-03-13,68.61,253.91,41.40,42.72,42.05,72.69,31.12,42.74,27.84,69.44,171.15,86.30,16.26,12.80,34.24,38.72,26.09,43.74,28.80,56.56,29.72,20.93,53.83,123.86,5.87,107.85,8.90,22.83,10.52,12.58,14.01,10.50,10.47
66,2019-03-12,67.74,250.66,40.87,42.24,41.55,71.85,30.80,42.12,28.02,68.84,168.85,85.25,16.08,12.65,33.88,38.32,25.87,43.45,28.35,56.66,29.43,20.72,53.35,123.60,5.84,107.45,8.90,22.85,10.53,12.58,14.02,10.49,10.47
67,2019-03-11,67.64,250.48,40.84,42.10,41.46,71.40,30.62,41.98,27.95,68.66,168.83,84.76,16.11,12.66,33.86,38.42,25.96,43.78,28.35,56.87,29.41,20.78,54.23,124.21,5.87,107.70,8.92,22.86,10.54,12.61,14.02,10.49,10.47
68,2019-03-10,67.56,250.23,40.87,42.01,41.47,71.31,30.68,41.94,27.94,68.30,168.56,85.16,16.18,12.73,34.06,38.63,25.99,43.89,28.09,56.78,29.39,20.82,54.77,123.74,5.87,108.18,8.93,22.85,10.53,12.60,14.01,10.50,10.47
69,2019-03-09,68.16,252.56,41.20,42.21,41.62,71.78,30.83,42.09,27.70,68.43,170.58,87.23,16.38,12.90,34.52,39.04,26.23,44.22,28.32,57.16,29.94,20.83,55.34,123.44,5.93,108.38,8.93,22.82,10.51,12.59,13.99,10.49,10.46
70,2019-03-08,68.30,253.10,41.22,42.26,41.65,71.91,30.87,42.07,27.89,68.41,169.95,87.88,16.46,12.96,34.62,39.16,26.40,44.61,28.57,57.57,30.06,21.07,57.00,124.28,5.92,108.94,8.95,22.80,10.51,12.60,13.98,10.47,10.46
71,2019-03-07,67.99,251.91,41.15,42.09,41.52,71.66,30.76,41.92,27.73,68.41,170.12,87.87,16.33,12.85,34.30,38.99,26.22,44.21,27.99,57.28,30.04,20.73,55.66,123.96,5.94,108.22,8.96,22.74,10.49,12.58,13.98,10.47,10.46
72,2019-03-06,67.52,250.21,40.99,41.86,41.31,70.96,30.51,41.59,27.51,67.98,170.38,87.58,16.29,12.81,34.23,38.82,26.22,44.00,28.32,57.14,29.87,20.56,56.52,124.50,5.93,108.59,8.97,22.77,10.50,12.61,13.99,10.46,10.46
73,2019-03-05,67.41,249.96,40.86,41.69,41.20,70.69,30.41,41.65,27.69,68.15,170.13,86.14,16.32,12.84,34.31,38.89,26.25,44.31,28.28,57.37,29.82,20.59,57.60,124.75,5.91,108.88,8.97,22.80,10.53,12.65,13.99,10.47,10.48
74,2019-03-04,66.82,247.78,40.63,41.40,40.92,70.18,30.29,41.48,27.43,66.98,167.97,85.75,16.27,12.82,34.24,38.75,26.00,43.81,28.35,57.43,29.76,20.69,57.38,124.69,5.91,108.06,8.95,22.76,10.49,12.58,13.96,10.46,10.46
75,2019-03-03,65.84,243.96,40.26,40.89,40.59,69.48,30.05,41.05,27.21,66.55,165.53,84.49,16.09,12.69,33.83,38.36,25.65,43.04,28.18,56.62,29.50,20.36,55.85,123.98,5.86,107.30,8.92,22.68,10.48,12.50,13.95,10.45,10.45
76,2019-03-02,65.93,244.31,40.19,40.89,40.51,69.51,30.02,40.93,26.99,66.44,164.94,84.24,16.04,12.64,33.80,38.28,25.61,43.12,28.12,56.15,29.33,20.43,55.31,123.29,5.80,107.21,8.92,22.62,10.46,12.47,13.94,10.44,10.44
77,2019-03-01,66.41,246.24,40.43,41.05,40.59,69.73,30.07,41.19,26.74,66.18,167.03,85.14,16.14,12.71,34.02,38.44,25.81,43.44,28.16,56.00,29.47,20.53,55.70,122.86,5.89,107.70,8.93,22.61,10.46,12.48,13.94,10.45,10.44
78,2019-02-28,65.80,244.16,40.21,40.56,40.17,68.85,29.73,40.98,26.41,66.34,166.34,84.00,15.94,12.55,33.64,37.97,25.56,43.20,27.97,55.33,29.21,20.17,55.29,121.09,5.83,107.80,8.89,22.61,10.47,12.50,13.94,10.45,10.45
79,2019-02-27,65.64,243.82,40.23,40.31,39.97,68.34,29.53,40.84,26.31,67.19,167.53,83.48,15.90,12.53,33.53,37.85,25.38,42.93,27.85,55.08,29.19,20.16,54.66,121.28,5.82,107.28,8.91,22.55,10.45,12.49,13.94,10.45,10.45
80,2019-02-26,65.54,243.29,40.10,40.32,39.95,68.47,29.59,40.76,26.31,66.47,167.54,84.36,15.85,12.50,33.47,37.72,25.21,42.30,27.56,54.70,29.18,20.07,54.21,121.45,5.83,106.75,8.88,22.52,10.44,12.49,13.95,10.45,10.45
81,2019-02-25,66.50,246.77,40.56,40.89,40.48,69.57,30.02,41.26,26.39,67.10,168.86,86.49,16.04,12.65,33.89,38.10,25.57,42.90,27.90,55.28,29.57,20.58,54.79,121.02,5.92,106.72,8.89,22.44,10.42,12.49,13.96,10.45,10.44
82,2019-02-24,65.65,243.56,40.01,40.27,39.92,68.69,29.67,40.60,26.31,66.31,166.98,84.78,15.90,12.53,33.56,37.89,25.42,42.85,27.84,54.89,29.21,20.50,55.16,122.11,5.85,106.21,8.90,22.44,10.44,12.50,13.96,10.44,10.45
83,2019-02-23,65.13,241.70,39.72,39.90,39.59,68.08,29.42,40.21,26.18,65.97,165.44,84.02,15.85,12.49,33.50,37.79,25.33,42.86,27.70,54.95,29.03,20.31,55.68,122.27,5.84,105.85,8.91,22.44,10.44,12.52,13.96,10.44,10.46
84,2019-02-22,64.94,241.16,39.57,39.77,39.37,67.64,29.17,40.20,25.99,66.27,165.77,84.15,15.81,12.46,33.42,37.69,25.24,42.45,27.65,54.59,28.93,20.26,54.64,121.88,5.82,105.76,8.91,22.42,10.44,12.52,13.96,10.43,10.46
85,2019-02-21,64.27,238.59,39.27,39.40,39.14,67.10,29.04,39.94,25.74,65.63,162.76,83.73,15.71,12.40,33.23,37.49,25.00,42.20,27.41,54.57,28.93,20.13,54.25,122.09,5.80,105.40,8.91,22.43,10.45,12.53,13.95,10.44,10.46
86,2019-02-20,64.64,239.83,39.42,39.66,39.41,67.57,29.19,40.13,25.85,65.95,164.64,83.96,15.79,12.45,33.38,37.67,25.15,42.51,27.56,54.66,29.13,20.21,54.46,121.80,5.80,105.52,8.90,22.41,10.45,12.56,13.95,10.45,10.46
87,2019-02-19,64.64,239.87,39.34,39.63,39.33,67.46,29.12,40.17,25.78,65.77,164.24,84.49,15.84,12.49,33.48,37.76,25.21,42.71,27.41,54.66,29.44,20.21,54.96,121.59,5.79,105.51,8.90,22.36,10.44,12.52,13.94,10.47,10.45
88,2019-02-18,64.33,238.79,39.19,39.38,39.12,67.01,28.95,39.89,25.42,65.37,163.60,84.28,15.78,12.46,33.34,37.69,25.04,42.36,27.16,54.35,29.41,20.12,53.87,122.31,5.82,105.70,8.91,22.36,10.45,12.55,13.94,10.45,10.45
89,2019-02-17,64.00,237.74,39.12,39.05,38.81,66.41,28.69,39.78,25.46,65.93,162.96,82.97,15.57,12.29,32.97,37.18,24.66,41.94,27.03,53.99,29.04,19.84,52.52,121.53,5.73,105.51,8.87,22.30,10.44,12.53,13.95,10.44,10.45
90,2019-02-16,63.33,235.45,38.83,38.58,38.45,65.38,28.30,39.32,24.95,65.31,161.23,82.27,15.50,12.23,32.81,36.98,24.63,41.87,26.97,53.57,28.79,19.69,52.50,121.86,5.70,105.59,8.87,22.30,10.45,12.52,13.96,10.44,10.46
91,2019-02-15,62.79,233.82,38.63,38.08,38.07,64.30,27.95,39.17,24.72,65.39,159.81,80.95,15.42,12.17,32.66,36.59,24.56,41.73,26.90,53.26,28.49,19.63,53.19,121.44,5.68,105.14,8.84,22.34,10.47,12.53,13.96,10.42,10.47
92,2019-02-14,60.69,226.05,37.53,36.88,36.97,62.11,27.08,38.08,24.40,64.01,154.88,78.08,14.98,11.81,31.74,35.71,23.85,40.85,26.24,52.12,27.37,18.96,50.44,122.43,5.62,104.35,8.81,22.46,10.51,12.56,13.96,10.42,10.49
93,2019-02-13,62.14,231.73,38.23,37.61,37.50,63.15,27.42,38.95,24.26,64.44,158.46,78.82,15.12,11.91,32.02,36.01,24.17,41.33,26.47,52.04,27.77,19.10,50.29,121.33,5.56,103.91,8.77,22.36,10.46,12.49,13.92,10.43,10.46
94,2019-02-12,62.08,231.44,38.18,37.71,37.50,63.21,27.35,39.18,24.78,64.70,160.60,77.11,15.17,11.96,32.10,36.03,24.19,40.97,26.15,52.41,28.24,19.25,50.45,121.25,5.54,103.91,8.79,22.31,10.45,12.47,13.91,10.42,10.47
95,2019-02-11,61.54,229.46,37.86,37.37,37.18,62.62,27.16,38.78,24.73,64.41,158.25,76.69,15.10,11.90,31.96,35.77,24.09,40.93,26.27,52.36,27.82,19.25,50.56,121.06,5.58,103.55,8.77,22.26,10.43,12.46,13.91,10.42,10.46
96,2019-02-10,61.55,229.71,37.88,37.45,37.27,62.50,27.09,38.81,24.66,64.44,158.04,77.44,15.01,11.82,31.74,35.47,24.03,40.74,26.57,52.05,27.59,19.11,50.02,120.57,5.58,103.48,8.76,22.17,10.40,12.42,13.91,10.42,10.45
97,2019-02-09,61.06,227.74,37.52,37.15,37.00,62.23,27.01,38.36,24.63,63.82,156.58,77.03,15.05,11.85,31.91,35.50,24.11,40.56,26.47,52.31,27.36,19.05,50.17,119.66,5.62,103.05,8.76,22.18,10.39,12.42,13.90,10.42,10.44
